ADDRESS,LON,LAT
"SPARTA, GA, USA",-82.9762589,33.2757006
"THOMASTON, ME, USA",-69.1816955,44.0789574
"MARIANNA, AR, USA",-90.7576112,34.7737082
"DURHAM, NY, USA",-74.1474846,42.3567078
"RAVENNA, OH, USA",-81.2420473,41.1575566
"WOODBRIDGE, NJ, USA",-74.2846022,40.5575986
"PLYMOUTH, MA, USA",-70.6672621,41.9584457
"TRAVIS AIR FORCE BASE, CA, USA",-121.944889,38.2706059
"BROOKFIELD, WI, USA",-88.1064787,43.0605671
"SAINT LOUIS, AR, USA",-90.1847763,38.624691
"CROTON-ON-HUDSON, NY, USA",-73.8912481,41.2084278
"ROARING BRANCH, KY, USA",-82.8142227,37.3587757
"GEORGETOWN, ME, USA",-69.752359,43.8021196
"TARRINGTON, CT, USA",-77.443206,39.387279
"LITCHFIELD, CT, USA",-73.1887165,41.7472642
"JONESBORO, AR, USA",-90.704279,35.8422967
"DOBBS FERRY, NY, USA",-73.872635,41.0145418
"ROCKAWAY, NJ, USA",-74.5143232,40.9012101
"STATESVILLE, NC, USA",-80.8872959,35.7826363
"GRAND VIEW-ON-HUDSON, NY, USA",-73.9204313,41.06016
"KEY WEST, FL, USA",-81.7799871,24.5550593
"GORDON, NE, USA",-102.2037736,42.8027753
"WOUNDED KNEE, SD, USA",-102.365715,43.1405442
"STATEWIDE, NJ, USA",-74.1450927,39.9508033
"BURNSIDE, LA, USA",-90.9239868,30.1388095
"QUANTICO, VA, USA",-77.2900787,38.5229229
"STRATFORD, CT, USA",-73.1331651,41.1845415
"RUTGERS, NJ, USA",-74.4467958,40.4981958
"DES MOINES, WI, USA",-93.6091064,41.6005448
", MD, USA",-76.6412712,39.0457549
"MIDDLETOWN, NJ, USA",-74.0915982,40.3968012
"CHICOPEE, MA, USA",-72.6078672,42.1487043
"HYDE PARK, NY, USA",-73.9015246,41.7667602
"OXFORD, OH, USA",-84.745231,39.5069974
"CHAMPAGNE-URBANA, IL, USA",-88.2072697,40.1105875
"DAVIS, CA, USA",-121.7405167,38.5449065
"BURLINGTON, VT, USA",-73.212072,44.4758825
"YORBA LINDA, CA, USA",-117.8132571,33.8885035
"MENLO PARK, CA, USA",-122.1817252,37.4529598
"ROYAL OAK, MI, USA",-83.1446485,42.4894801
"LEBANON, NH, USA",-72.2517569,43.6422934
"UNKNOWN, NA, USA",-74.0042596,40.7500464
"WESTOVER, MA, USA",-72.5438059,42.1991064
"RANTOUL, IL, USA",-88.1558785,40.3083672
"DORADO, NA, USA",-92.6662674,33.20763
"FREDERICK, MD, USA",-77.4105409,39.4142688
"BLACKWELL, OK, USA",-97.2828207,36.8044767
"WALL TOWNSHIP, NJ, USA",-74.0679753,40.1606666
"ABERDEEN, MI, USA",-76.1641197,39.5095556
"LEADVILLE, CO, USA",-106.2925238,39.2508229
"BEDFORD, NY, USA",-73.6437397,41.204262
"LA GRANDE, KY, USA",-85.3788468,38.4075666
"WEST PALM BEACH, FL, USA",-80.0533746,26.7153424
"HAUPPAUGE, NY, USA",-73.2026138,40.8256536
"GAINESVILLE, GA, USA",-83.8240663,34.2978794
"PAWNEE, OK, USA",-96.8039232,36.3378321
"CATALINA ISLAND, CA, USA",-118.4163103,33.3878856
"FIRE ISLAND, NY, USA",-73.1459474,40.6475997
"MOUNT HOLLY, NJ, USA",-74.7879393,39.9931438
"GREAT NECK, NY, USA",-73.7284647,40.8006567
"ORLEAN, NY, USA",-78.429927,42.083639
"SANTA CLARA, CA, USA",-121.9552356,37.3541079
"CRANSTON, RI, USA",-71.4372796,41.7798226
"COLORADO SPRINGS, CO, USA",-104.8213634,38.8338816
"KEY BISCAYNE, FL, USA",-80.1628248,25.693713
"MOUNTAIN LAKES, NJ, USA",-74.4329314,40.8948212
"REIDSVILLE, GA, USA",-82.1178978,32.0868611
"UNKNOWN, NJ, USA",-74.0042596,40.7500464
"TAMAL, CA, USA",-122.5882336,37.9868811
"MEDIA, PA, USA",-75.387693,39.9167783
"CLARKSTOWN, NJ, USA",-74.7151621,39.4351162
"OXAN HILL, MD, USA",-76.9897278,38.8033178
"STATEWIDE, AZ, USA",-112.0308241,33.4818871
"MCALESTER, OK, USA",-95.7697131,34.9334298
"SCITUATE, MA, USA",-70.7258633,42.195929
"FAIRFIELD, CA, USA",-122.0399663,38.2493581
"MARYLAND PARK, MD, USA",-76.9069176,38.8884455
"RAPID CITY, SD, USA",-103.2310149,44.0805434
"STOCKTON, NJ, USA",-74.9782238,40.407883
"HUNTINGTON VILLAGE, NY, USA",-73.425676,40.8681539
"LAKE CHAMPLAIN, NY, USA",-73.3800905,44.586581
"WHEATON, MD, USA",-77.0552555,39.0398314
"GALLUP, NM, USA",-108.7425843,35.5280783
"COMSTOCK, NY, USA",-73.4377294,43.4578976
"FREDERICK, OK, USA",-99.0184093,34.3920263
"NEW YORK, NJ, USA",-74.0143064,40.7878788
"RIVER EDGE, NJ, USA",-74.0398622,40.9287098
"SOUTH AMBOY, NJ, USA",-74.290702,40.4778838
"UPPER MONTCLAIR, NJ, USA",-74.2090053,40.8259007
"MOUNDSVILLE, WV, USA",-80.7431407,39.9203526
"PIERMONT, NJ, USA",-73.918192,41.0420414
"HELLERTON, PA, USA",-75.3407346,40.5795437
"RIVER VALE, NJ, USA",-74.0119736,41.0147679
"PINE RIDGE, SD, USA",-102.5562743,43.0255408
"GOWANDA, NY, USA",-78.935868,42.4631167
"MIDDLE TOWNSHIP, NJ, USA",-74.8451915,39.1201616
"OYSTER CREEK, NJ, USA",-74.1695831,39.8112305
"SANDY CREEK, NY, USA",-76.1088001,43.6437907
"WESTBROOK, CT, USA",-72.4641563,41.2959741
"RIVERSIDE, NJ, USA",-74.9573908,40.0323338
"FORT LEE, NJ, USA",-73.9701381,40.8509333
"OAKLYN, NJ, USA",-75.0846179,39.9009465
"STAMFORD, NY, USA",-74.614318,42.4073024
"GRAND JUNCTION, CO, USA",-108.5506486,39.0638705
"BUSHNELL, FL, USA",-82.1128629,28.6649924
"RIO BLANCO, CO, USA",-108.2377519,39.9814297
"MATAWAN TOWNSHIP, NJ, USA",-74.2295891,40.41483
"MATAWAN TOWNSHIP, NY, USA",-74.2507869,40.4391827
"MOUNT OLIVE TOWNSHIP, NJ, USA",-74.7329411,40.8514881
"VIRGINIA, MN, USA",-92.5365713,47.5232596
"ANN HARBOR, MI, USA",-83.7430378,42.2808256
"BANGOR, ME, USA",-68.7778138,44.8011821
"BEACON, NY, USA",-73.9695832,41.5048158
"RANDALLS ISLAND, NY, USA",-73.9212858,40.7932271
"YORKTOWN, NY, USA",-73.7776336,41.2709274
"EASTCHESTER, NY, USA",-73.8095574,40.9595605
"MCALISTER, OK, USA",-95.7697131,34.9334298
"SPOKANE, WA, USA",-117.4260465,47.6587802
"MARLTON, NJ, USA",-74.9218324,39.8912248
"BRUNSWICK, NJ, USA",-74.4518188,40.4862157
"PLEASANTVILLE, NJ, USA",-74.5240422,39.3898388
"MARYLAND, MD, USA",-76.6412712,39.0457549
"CUSTER, SD, USA",-103.5988057,43.7666507
"PEKIN, IL, USA",-89.640658,40.5675388
"GREERS FERRY, AR, USA",-92.1773745,35.5770219
"BROOKVILLE, NY, USA",-73.5673482,40.8131553
"CLARKSTOWN, NY, USA",-73.959494,41.1259715
"UNKNOWN, DC, USA",-77.0721696,38.876392
"BERKELEY, NJ, USA",-74.1827119,39.8971996
"FLOWERY BRANCH, GA, USA",-83.9251809,34.1851017
"DRAKE, ND, USA",-100.3723605,47.9241692
"EAST RUTHERFORD, NJ, USA",-74.0970865,40.833989
"UNKNOWN, CA, USA",-121.7917831,38.6730524
"LAFAYETTE, CA, USA",-122.1180201,37.8857582
"WHITTIER, CA, USA",-118.032844,33.9791793
"MOSCOW, ID, USA",-117.000165,46.7323875
"KINNELON, NJ, USA",-74.367096,41.0017644
"BLAKESLEE, PA, USA",-75.5926886,41.092586
"MORRISTOWN, NY, USA",-75.6482908,44.5864488
"MONTCLAIR, NY, USA",-74.2090053,40.8259007
"DURHAM, NH, USA",-70.9264393,43.1339545
"SAINT JOHNS, AZ, USA",-109.3609327,34.5058698
"TUDOR CITY, NY, USA",-73.9716161,40.7488491
"ALBANY, NA, USA",-73.7562317,42.6525793
"CARSON CITY, NY, USA",-73.7533274,40.6729646
"BAL HARBORS, FL, USA",-80.1269896,25.8917613
"CAMDEN, NY, USA",-75.747964,43.3345138
"DOVER, NJ, USA",-74.5621025,40.883988
"ELMSFORD, NY, USA",-73.8201337,41.0550969
"ORANGE, NY, USA",-74.3118212,41.3911653
"WALLKILL, NY, USA",-74.3822058,41.498671
"BRANFORD, CT, USA",-72.8141185,41.2799027
", VA, USA",-78.6568942,37.4315734
"New York, NY, USA",-74.0055245,40.7134248
"PORT GIBSON, MI, USA",-90.9817325,31.9607734
", AK, USA",-149.4936733,64.2008413
"KEENE, CA, USA",-118.5623117,35.2235728
"BERKELEY, NY, USA",-73.979561,40.7539343
"CROTON, NY, USA",-73.8912481,41.2084278
"UNION CITY, CA, USA",-122.0438298,37.5933918
"HACKENSACK, NY, USA",-74.0434736,40.8859325
"PASSAIC, NY, USA",-74.1284764,40.8567662
"RIVERSIDE PARK, NY, USA",-73.9723096,40.8012339
"MARLBORO, MA, USA",-71.5522874,42.3459271
"SELDEN, NY, USA",-73.0356625,40.8664873
"Union City, NY, USA",-74.0237512,40.7795455
"FAR ROCKAWAY, NY, USA",-73.7448437,40.5998931
"CURTISS, WI, USA",-90.4345795,44.9552462
"NEW BRUNSWICK, NY, USA",-74.4518188,40.4862157
"MORNINGSIDE HEIGHTS, NY, USA",-73.9624327,40.8089564
"LONG BRANCH, NY, USA",-73.9923596,40.3042778
"CLINTON, NY, USA",-75.3785034,43.0484029
"PILLAGER, MN, USA",-94.47468,46.3283729
"BEACON, NJ, USA",-74.064266,40.722553
", MS, USA",-89.3985283,32.3546679
"OLD WESTBURY, NY, USA",-73.5995717,40.7887113
"BUTTE, MT, USA",-112.5347775,46.0038232
"LAWRENCE, NY, USA",-73.7295763,40.6156599
"OMAHA, NA, USA",-95.9979883,41.2523634
"MINOT, ND, USA",-101.2922906,48.2329668
"MORRIS PLAINS, NY, USA",-75.2451685,42.5486871
"FORREST CITY, AK, USA",-90.7898342,35.0081474
"WHEELING, WV, USA",-80.7209149,40.0639616
"SHIPROCK, NM, USA",-108.6870322,36.7855543
"SELMA, AK, USA",-87.0211007,32.4073589
"SAINT PETERSBURG BEACH, FL, USA",-82.7670745,27.700919
"WAGNER, SD, USA",-98.2931342,43.0797156
"BROWNSVILLE, OR, USA",-122.9848108,44.3934571
"PETASKEY, MI, USA",-84.9553296,45.3733428
"QUINCY, MA, USA",-71.0022705,42.2528772
"HARTON, KS, USA",-95.5263689,39.6605573
"UNION CITY, NJ, USA",-74.0237512,40.7795455
"EAST HAVEN, CT, USA",-72.8684565,41.2841687
"BLOOMSBURG, PA, USA",-76.4549457,41.003698
"CONCORD, MA, USA",-71.3489484,42.4603719
"MAHUAH, NJ, USA",-74.1435843,41.0886216
"BOCA RATON, FL, USA",-80.1289321,26.3683064
"VANDALIA, IL, USA",-89.0936778,38.9606009
"LEESBURG, NY, USA",-84.0659843,31.7814697
"HAMLET, NC, USA",-79.6942222,34.8848775
"NORTHPORT, NY, USA",-73.3431727,40.9009313
"DENVILLE, NY, USA",-74.467786,40.889076
"LITTLE FALLS, NJ, USA",-74.2082286,40.8690101
"GOOCHLAND, VA, USA",-77.973865,37.7415997
"ELYNA, OH, USA",-82.1076486,41.3683798
"GREENWOOD, SC, USA",-82.1617883,34.1954001
"CASHMERE, WA, USA",-120.4698024,47.5223465
"TRURO, MA, USA",-70.0490107,41.99477
"WENATUHEE, WA, USA",-120.3103494,47.4234599
"VALLEY STATION, KY, USA",-85.8702413,38.1111811
"BROOKLINE, MA, USA",-71.1211635,42.3317642
"JEFFERSON, KY, USA",-85.643487,38.1938097
"ANSONIA, CT, USA",-73.0789969,41.3462078
"LODI, OH, USA",-82.0120908,41.0333889
"WASHINGTON, CA, USA",-120.7999351,39.3590873
"NEW YORK, DC, USA",-76.9741892,38.9172229
"GRANITE CITY, OK, USA",-99.3806406,34.9622797
"SHELTON, CT, USA",-73.0931641,41.3164856
"WOODBURY, CT, USA",-73.2090025,41.5445404
"ANDERSON, SC, USA",-82.6501332,34.5034394
"MAPLEWOOD, NJ, USA",-74.271992,40.7299793
"FAIRDALE, KY, USA",-85.7588502,38.1050689
"FREEMONST, CA, USA",-121.9885719,37.5482697
"HAMPTON BAYS, NY, USA",-72.5175893,40.8689892
"CHICO, CA, USA",-121.8374777,39.7284944
"RENSTON, VA, USA",-77.0909809,38.8816208
"FARMINGTON, VA, USA",-78.5405304,38.0628025
"HAMILTON TOWNSHIP, NJ, USA",-74.6796651,40.2115109
"BUCHANAN, NY, USA",-73.9381943,41.2620383
", MA, USA",-71.3824374,42.4072107
"REDDING, CA, USA",-122.3916754,40.5865396
"JEFFERSON, NJ, USA",-74.5580454,41.0029893
"MILTON, FL, USA",-87.0396881,30.6324149
"WINDOW ROCK, AZ, USA",-109.0525929,35.680573
"SHEPARDSVILLE, KY, USA",-85.7157924,37.9883991
"LAVALLETTE, NJ, USA",-74.0687475,39.9703958
"WEST ORANGE, NJ, USA",-74.2390828,40.7985699
"WEST POINT, NY, USA",-73.9559721,41.3914827
"NEWFANE, VT, USA",-72.6559313,42.9856736
"SEABROOK, NH, USA",-70.8655074,42.8909615
"ARLINGTON, GA, USA",-84.7249188,31.4398976
"PORT GAMBLE, WA, USA",-122.5837581,47.8542606
"CORVALLIS, OR, USA",-123.2620435,44.5645659
"FAIRMONT, MN, USA",-94.4610832,43.6521775
"SAINT MATTHEWS, SC, USA",-80.7778681,33.664876
"BERGEN COUNTY, NJ, USA",-74.07701,40.9262762
"RIGEWOOD, NJ, USA",-74.1165313,40.9792645
", IN, USA",-95.712891,37.09024
"PENDLETON, CA, USA",-122.2888169,40.4362433
"PLAINS, GA, USA",-84.3926912,32.0340508
"SAN CARLOS, CA, USA",-122.2605222,37.5071591
"POINT OF THE MOUNTAIN, UT, USA",-111.9104902,40.4535606
"ESSEX, NJ, USA",-74.2648829,40.7947466
"MAHOPAC, NY, USA",-73.733465,41.372316
"GUTTENBURG, NY, USA",-74.0037505,40.7920454
"HILLSDALE, NY, USA",-73.525026,42.1792443
"KESHENA, WI, USA",-88.6337152,44.8838712
"CHELSEA, NY, USA",-74.0013737,40.7465004
"HOLLY SPRINGS, MS, USA",-89.4486894,34.7675967
"PEQUANNOCK, NJ, USA",-74.2973239,40.960201
"EUREKA, CA, USA",-124.1636729,40.8020712
"DOVER, NH, USA",-70.8736698,43.1978624
"HAMPTON, NH, USA",-70.8389219,42.9375932
"BURGAW, NC, USA",-77.926098,34.5521113
"PORTSMOUTH, OH, USA",-82.9976742,38.7317431
"QUEESN, NY, USA",-73.7948516,40.7282239
"NEW LEBANON, NY, USA",-73.396804,42.4642991
"EAGLE BAY, NY, USA",-74.8169303,43.7687872
"KEARNY, NJ, USA",-74.1454214,40.7684342
"HARDENBURGH, NY, USA",-74.6166192,42.0363884
"LIVONIA, MI, USA",-83.3527097,42.36837
"SKOKIE, IL, USA",-87.7416246,42.0324025
"BROWNSVILLE, TX, USA",-97.4974838,25.9017472
"JAMESBURG, NJ, USA",-74.4401513,40.3526079
"TENAFLY, NJ, USA",-73.9629154,40.9253766
"CORIELIA, CA, USA",-122.0399663,38.2493581
"RAINIER, OR, USA",-122.9359438,46.0890015
"FORKED RIVER, NJ, USA",-74.1901399,39.8398413
"PORT SAN LUIS, CA, USA",-120.756115,35.1718487
"NARANOCH, NY, USA",-74.3715423,41.7439824
"OCEAN BEACH, NY, USA",-73.1570589,40.6467664
"SANDY HOOK, NY, USA",-73.9885498,40.4333496
"PATERSON, NY, USA",-73.6048288,41.513264
"ALLENWOOD, PA, USA",-76.8982974,41.1075825
"BRICKTOWN, NY, USA",-74.2302322,40.5296229
"LIBERTY, MS, USA",-90.8123243,31.1582312
"GLASSBORO, NJ, USA",-75.1118422,39.7028923
"CALHOUN, GA, USA",-84.9510542,34.502587
"OXFORD, PA, USA",-75.9788349,39.785386
"LAKESIDE, CA, USA",-116.9222488,32.8572718
"PUEBLO, CO, USA",-104.6091409,38.2544472
"HILLBURN, NY, USA",-74.1693119,41.1239845
"WEST ORANGE, NY, USA",-74.2390828,40.7985699
"FREEHOLD, NY, USA",-74.0498564,42.3592503
"SOUTH JERSEY, NJ, USA",-74.2609903,40.7489277
"DUMONT, NJ, USA",-73.9968051,40.9406541
"SENECA FALLS, NY, USA",-76.7913558,42.9187636
"BOYNTON, OK, USA",-95.6560949,35.6487119
"TRINIDAD, CO, USA",-104.5005407,37.1694632
"EDEN VALLEY, MN, USA",-94.5445145,45.324998
"UYLSSES, KS, USA",-101.3551696,37.5814095
"MEADOWLANDS, NJ, USA",-74.0677451,40.8116428
"AMARILLO, TX, USA",-101.8312969,35.2219971
"FLORISSANT, MO, USA",-90.322614,38.789217
"PADUCAH, TX, USA",-100.3020588,34.0123005
"PHILLIPSBURG, KS, USA",-99.3239853,39.7561206
", KS, USA",-98.4842465,39.011902
"NASHVILLE, GA, USA",-83.2501548,31.2074197
"STATESBORO, GA, USA",-81.7831674,32.4487876
"BLACKSHEAR, GA, USA",-82.2420661,31.3060513
"RANIER, OR, USA",-122.9359438,46.0890015
"HAYS, KS, USA",-99.3267702,38.8791783
"PULLMAN, WA, USA",-117.1817377,46.7297771
"LOWRY, MN, USA",-95.5195801,45.7048177
"CAPE COD, MA, USA",-70.2962408,41.6687897
"DULUTH, MN, USA",-92.1004852,46.7866719
"SECAUCUS, NY, USA",-74.0565298,40.7895453
"SAUK CENTER, MN, USA",-94.9525216,45.737465
"CASTLE DALE, UT, USA",-111.019613,39.212192
"JOPLIN, MO, USA",-94.513281,37.0842271
"VANDERBILT, TN, USA",-86.8027971,36.1462091
"HIDALGO, TX, USA",-98.2630684,26.1003547
"SIKESTON, MO, USA",-89.5878579,36.876719
"MONMOUTH COUNTY, NJ, USA",-74.123996,40.2589455
"CHARLESTON, RI, USA",-71.6418744,41.3832162
"SEACAUCUS, NJ, USA",-74.0565298,40.7895453
"MIDVILLE, NJ, USA",-74.2940378,41.0381525
"SANDWICH, MA, USA",-70.4939317,41.7589615
"BEEVILLE, TX, USA",-97.7483312,28.4008319
"MOUNT PLEASANT, NY, USA",-73.8066163,41.1139006
"MIDDLETON, CT, USA",-72.6506488,41.5623209
"WILLIMANTIC, CT, USA",-72.2081338,41.7106543
"CHOKOLOSKEE ISLAND, FL, USA",-81.3595233,25.8123242
"RUSKIN, FL, USA",-82.4331495,27.7208633
"BIRMINGHAM, MI, USA",-83.2113192,42.5467012
"HUNTINGTON, NY, USA",-73.425676,40.8681539
"MONTEZUMA, UT, USA",-109.3010902,37.259367
"NORMAL, IL, USA",-88.9906312,40.5142026
"ROCKY FLATS, CO, USA",-105.2319333,39.8910974
"EXETER, NH, USA",-70.9477546,42.9814292
"BARNWELL, SC, USA",-81.3587177,33.2448733
"GOLDEN, CO, USA",-105.2210997,39.755543
"TAFT, LA, USA",-90.4481387,29.9913149
"TUPELO, MS, USA",-88.7033859,34.2576066
"CADILLAC MOUNTAIN, ME, USA",-68.2251036,44.3525816
"LARK, UT, USA",-112.096001,40.521854
"LA JOLLA, CA, USA",-117.2712717,32.8328112
"EDGEWATER, NY, USA",-73.975694,40.8270448
"POINT CONCEPTION, CA, USA",-120.4715514,34.4485977
"BANGOR, WA, USA",-122.7459904,47.7209265
", UT, USA",-111.0937311,39.3209801
"MIO, MI, USA",-84.1297276,44.6522362
"COPAKE, NY, USA",-73.5499249,42.1034549
"TULEPO, MS, USA",-88.7033859,34.2576066
"DAVIE, FL, USA",-80.2521157,26.0764783
"ANCHORAGE, AK, USA",-149.9002778,61.2180556
"PLAINVIEW, TX, USA",-101.7068417,34.1847936
"OXNARD, CA, USA",-119.1770516,34.1975048
"ONARD, CA, USA",-119.1770516,34.1975048
"OKOLONA, MS, USA",-88.7553293,34.001778
"BORDERTOWN, NJ, USA",-74.7118264,40.1462213
"ALGIERS, LA, USA",-90.0139908,29.9220105
"CHARLEVOIX, MI, USA",-85.2584004,45.3180632
"AVILA BEACH, CA, USA",-120.7319127,35.1800113
"THORNTON, PA, USA",-75.4836528,39.91375
"CULLMAN, AL, USA",-86.8436124,34.1748208
"WARRENTON, NC, USA",-78.1552706,36.3984803
"CANTWELL, AK, USA",-148.9508332,63.3916667
"VIEQUES, NA, USA",-74.0100839,40.7070885
"EL CENTRO, CA, USA",-115.5630514,32.792
"FAIRBANKS, AK, USA",-147.7163888,64.8377778
"NEWPORT NEWS, VA, USA",-76.4730122,37.0870821
"BARRINGTON, IL, USA",-88.1361888,42.1539141
"DEERFIELD, MA, USA",-72.6056435,42.5445588
"WILLIAMSBURG, VA, USA",-76.7074571,37.2707022
"ROSEMONT, IL, USA",-87.8721602,41.9867507
"DECATUR, AL, USA",-86.9833417,34.6059253
"UPPER MARLBOR, MD, USA",-76.7496909,38.8159473
"TOMS RIVER, NJ, USA",-74.1979458,39.9537358
"HARRISON, NY, USA",-73.7176337,40.9700171
"MILLEDGEVILLE, GA, USA",-83.2320991,33.0801429
"HIGHLAND, IN, USA",-87.451984,41.5536468
"SUGARTIES, NY, USA",-73.9529126,42.0775906
"BRANDEIS, MA, USA",-71.258663,42.364989
"GRANTS, NM, USA",-107.8514466,35.14726
"COLLEGE STATION, TX, USA",-96.3344068,30.627977
"FOLSOM, CA, USA",-121.1760583,38.6779591
"READING, PA, USA",-75.9268747,40.3356483
"RED LAKE, MN, USA",-95.0169401,47.876346
"INDIAN POINT, NY, USA",-73.9513992,41.267997
"STARKE, FL, USA",-82.1098275,29.9441298
"INOLA, OK, USA",-95.5094195,36.1512097
"EAST RUTHERFOR, NJ, USA",-74.0970865,40.833989
"WINCHESTER, MA, USA",-71.1369959,42.452303
"MILFORD, CT, USA",-73.064036,41.2306979
"PANAMA CITY, FL, USA",-85.6602058,30.1588129
"INDEPENDENCE, OH, USA",-81.6379033,41.3686645
"OCEAN GROVE, NJ, USA",-74.0065258,40.2120575
"RUSSELLVILLE, AR, USA",-93.1337856,35.2784173
"ROWE, MA, USA",-72.899542,42.6934166
"LAKE NORMAN, NC, USA",-80.918003,35.5019795
"PLATEVILLE, CO, USA",-104.8227494,40.2149829
"YAPHANK, NY, USA",-72.9170487,40.8367653
"SOUTH HOLLAND, IL, USA",-87.6069894,41.6008681
"LOUISA, VA, USA",-78.0041649,38.0251394
"LIMERICK, PA, USA",-75.5393155,40.2383606
"NORTH PERRY, OH, USA",-81.1251235,41.7993254
"WISCASSET, ME, USA",-69.665583,44.0028921
", CO, USA",-105.7820674,39.5500507
"ROCK SPRINGS, WY, USA",-109.2029043,41.5874644
"WILDWOOD, FL, USA",-82.0389743,28.865264
", MT, USA",-110.3625658,46.8796822
", WI, USA",-88.7878678,43.7844397
", IA, USA",-93.097702,41.8780025
", TN, USA",-86.5804473,35.5174913
", NE, USA",-99.9018131,41.4925374
"EAGLE ROCK, IA, USA",-96.3143179,43.1667911
"NORTH SALT LA, UT, USA",-111.7147555,40.3648189
"SOUTHINGTON, CT, USA",-72.8776013,41.5964869
"NORTH STONING, MA, USA",-72.711295,42.022833
"CROSSVILLE, TN, USA",-85.0269014,35.9489566
"WHITING, IN, USA",-87.4944873,41.6797578
"CARTERET, NJ, USA",-74.2282005,40.5773266
"LEVITTOWN, PA, USA",-74.8287747,40.1551096
"SAINT PAUL PARK, MN, USA",-92.9925577,44.8348405
"SAN LUIS OBISPO, CA, USA",-120.6596156,35.2827524
"SHIPPINGPORT, PA, USA",-80.4139539,40.6320101
"BIRMINGHAM, GA, USA",-86.80249,33.5206608
"MIDDLETOWN, OH, USA",-84.3982763,39.5150576
"EDEN, GA, USA",-81.3906678,32.173813
"SEADRIFT, TX, USA",-96.7135933,28.4152807
"BARNEGAT, NJ, USA",-74.2693297,39.7649223
"SOLEDAD, CA, USA",-121.3263187,36.424687
"CASTRO, CA, USA",-122.4350043,37.7609082
"SOUL CITY, NC, USA",-78.2702728,36.4084791
"AKEWSASNI TERRITORY, NY, USA",-74.6515434,44.999139
"LOWER ALLOWAY, NJ, USA",-75.4577775,39.4519933
"BEDFORD, NJ, USA",-73.9950963,40.9497018
"REISVILLE, GA, USA",-82.1178978,32.0868611
"ARWESANE, NY, USA",-73.4477175,40.8170503
"CLINTON, IA, USA",-90.1887379,41.8444735
"LONG ISLAND, NJ, USA",-73.134961,40.789142
"MERIDEN, CT, USA",-72.8070435,41.5381535
"HIALEAH, FL, USA",-80.2781057,25.8575963
"WARWICK, RI, USA",-71.4161671,41.7001009
"MIDDLETOWN, PA, USA",-76.7310806,40.199814
"SNELLING, SC, USA",-81.4559409,33.2398708
"WEST VALLEY, NY, USA",-78.6122617,42.4053664
"RUTLAND, VT, USA",-72.9726065,43.6106237
", OH, USA",-82.907123,40.4172871
"ZION, IL, USA",-87.8328505,42.4461322
"LOVING, NM, USA",-104.095773,32.2862317
"CHURCH ROCK, NM, USA",-108.5998029,35.5339114
"METAIRIE, LA, USA",-90.1528519,29.9840922
"ALFRED, NY, USA",-77.7905509,42.2542366
"GRANVILLE, NY, USA",-73.259553,43.4078495
"SELDON, NY, USA",-73.0356625,40.8664873
"VIRGINIA BEACH, VA, USA",-75.977985,36.8529263
"WINTERSBURG, AZ, USA",-112.861702,33.425049
"CHESTER, SC, USA",-81.2142561,34.7048613
"DARTMOUTH, NH, USA",-72.2886935,43.7044406
"CARTERSVILLE, GA, USA",-84.7999382,34.1650972
"GLEN ROSE, TX, USA",-97.7553061,32.2345872
"MOUNT CLEMENS, MI, USA",-82.8779754,42.5972563
"CHINA GROVE, NC, USA",-80.5817318,35.569306
"CHARLESTON, MA, USA",-71.0602131,42.3782065
"DUBLIN, MI, USA",-85.9314613,44.179451
"MORGANTOWN, WV, USA",-79.9558968,39.629526
"HARDING TOWNS, NJ, USA",-74.511172,40.7397683
"METROPOLIS, IL, USA",-88.7319979,37.1511655
"CLAYTON, GA, USA",-83.4009933,34.8781479
"ABESCON, NJ, USA",-74.4957076,39.4284503
"IDABEL, OK, USA",-94.8263281,33.8956647
"BARROW, AK, USA",-156.788611,71.2905556
"SANTA FE, NM, USA",-105.937799,35.6869752
"PARKERSBURG, WV, USA",-81.5615135,39.2667418
"JACKSON, NJ, USA",-74.3587473,40.0918895
", ME, USA",-69.4454689,45.253783
"EAST LYNNE, CT, USA",-83.0418039,42.8001188
"ONONDAGA RESE, NY, USA",-76.1579807,42.9408997
"BALL HARBORS, FL, USA",-80.1269896,25.8917613
"WACO, TX, USA",-97.1466695,31.549333
"ROOSEVELT ISLAND, NY, USA",-73.9509934,40.7605031
"EVANSVILLE, IN, USA",-87.5710898,37.9715592
"MORA, NM, USA",-105.3300057,35.9742227
"FORT FAIRFIEL, ME, USA",-67.8339005,46.7722294
"PARSIPPANY, NJ, USA",-74.4173877,40.8652865
"WRIGHTSVILLE, GA, USA",-82.719859,32.7293279
"LINCOLN, MA, USA",-71.3039469,42.4259283
"INDIANAPOLIS, MD, USA",-86.1638395,39.7657731
"KOKOMO, IN, USA",-86.1336033,40.486427
"CALAIS, ME, USA",-67.2786038,45.1889633
"ARTHUR, TX, USA",-93.939947,29.8849504
"FORT CHAFFEE, AR, USA",-94.1309067,35.2543951
"BRICKTOWN, NJ, USA",-74.1371832,40.0578384
"FORT WALTON B, FL, USA",-86.6170308,30.4200708
"FORT WALTO BE, FL, USA",-86.6170308,30.4200708
"VALHALLA, NY, USA",-73.7751326,41.0748188
"LORAIN, OH, USA",-82.1823746,41.452819
"EGLIN, FL, USA",-86.5533382,30.4635583
"KEW WEST, FL, USA",-81.7799871,24.5550593
"BRISTOL, CT, USA",-72.9492703,41.6717648
